name,status
The Mother Company,operating
Scale Eight,operating
American Biosurgical,operating
Smart Plate,operating
MYLOMA GmbH,closed
Mysimax,operating
Blue Palace Enterprise,closed
Movitas Mobile,operating
Travelmenu,operating
TeraDiode,closed
Pointr,operating
Henley Brands,operating
mitoo,closed
Alantos,operating
ActionFlow,closed
"RITA Medical Systems, Inc",closed
Campanja,operating
Nobly POS - Point of Sales,closed
Delyver.com,closed
AppDynamics,closed
Alkeus Pharmaceuticals,closed
Styles.com.bd,closed
Geeksphone,closed
BestTravelWebsites,closed
Pow Health,operating
Sierra Monolithics,operating
Novus,closed
Fileboard,closed
Applits,operating
VesselVanguard,operating
TeraView,closed
Stamp,operating
Opera Solutions,operating
Wanova,operating
A Fourth Act,closed
InSite Vision,closed
Mobile Automation,closed
Ybrain,operating
Favor,closed
Cohda Wireless,closed
NTB Media,operating
Jamgle,operating
mPharma,closed
InfoGin,closed
FanCONNECT,operating
Flying Fish Creative Services,operating
Lovli,closed
The Great Wild,operating
Performance Lab,closed
Baanto International,operating
Cro Analytics,closed
Pro Hoop Strength,closed
AtCipher Inc.,closed
Managed by Q,closed
Omate,operating
Advent Health Partners,closed
Vesta Realty Management,operating
Focaloid Technologies,operating
Parallel Engines,closed
WebMarketing Group,closed
Foodik.ru,closed
Hotspots,closed
Policyx,closed
aSmallWorld,operating
Nexavis,operating
Fooda,operating
CommunityOne Bank,closed
FoodLogiQ,operating
TNM,operating
JobSpice,operating
Disc Dynamics,operating
demandmart,operating
Newzulu Limited,operating
Desi Hits,operating
Samlino.dk,closed
Bid On Energy,closed
RSP Tooling,operating
PayMate India,operating
Movius Interactive,operating
Sitefly,closed
burstIQ,operating
Sauce Labs,closed
"en*theos Enterprises, Public Benefit Corporation",operating
Megafash Pte Ltd,closed
MedSocket,closed
Extreme Wireless Communication,operating
Dragdis,closed
VeriTweet,closed
Extreme Reach,operating
Calistoga Pharmaceuticals,closed
YUPIQ,operating
Manifest Digital,closed
iWaterways.com,operating
Klash,operating
Mosyle,operating
RÃ¶sler miniDaT,closed
iLyngo,closed
Agronometrics,operating
HiChina,operating
ShopItToMe,operating
Counselytics,closed
Flowify Limited,operating
Paygevity,operating
Mobi Tech,operating
Truffls,closed
Reactful,operating
MeterHero,closed
Milo,operating
Wizer,closed
Talicious,closed
HighWire Press,operating
Unravel Data Systems,operating
Signaturit,operating
eFishery,closed
Unilife Corporation,operating
Sparkow,operating
Synthace,closed
Godengo,closed
That's Solar,closed
IR Diagnostyx,closed
MadeClose,operating
Moomix Gaming,operating
Image Socket,closed
DONUTSDATROCK,closed
Unpakt,closed
Cerevo,closed
"Modernizing Medicine, Inc.",closed
Roomorama,closed
Matchpoint Careers,closed
ezeep,closed
Next audience,operating
Studio Systems,operating
AlleyNYC,closed
Galecto Biotech,operating
Tipsy,closed
Rocket Racing League,operating
Bomedus,closed
SeqLL,closed
FastScaleTechnology,operating
LightUp,operating
Apruve,operating
Elemental Foundry,closed
Splango Media Holdings,closed
PSG Construction,operating
The Point,closed
EcoSwarm,operating
ToonTime,closed
Holla@Me,closed
Cosmopolit Home,operating
HealthSynch,operating
JamHub,closed
180Solutions,closed
TVibes,operating
CtrlShift,operating
Celgen Biopharma,operating
Cosmic Cart,operating
Vlingo,operating
Imagine Health,closed
MultiSense,closed
CorkCRM,operating
AllPeers,operating
Colingo,operating
Solenica,operating
doubleTwist,operating
Snohomish County PUD,operating
Imperito Networks,closed
Bariatric Partners,operating
Ipsum,closed
eZono,closed
4 Animals AlsterScience GmbH,closed
Ionos Networks,operating
RescueTime,closed
SignalSet,operating
ZAOZAO,closed
Gift Card Combo,closed
SnapEvent,operating
Tellme,closed
ConsortiEX,closed
RegeneRx,operating
Twistbox Entertainment,operating
Johnshout Brothers Platform,operating
Aradigm,closed
The Green Office,operating
CrowdMedia,operating
Snaptiva,closed
Genbook,operating
Bitvore,closed
Covarity,operating
Compassoft,closed
MediaScrape,closed
Insightra Medical,closed
Yodio,closed
Camelot Information Systems,closed
Pingup,operating
FAGUO,closed
BioVigilant Systems,operating
Ampt Animal Inc.,operating
Appetizr,operating
Socruise,operating
ROOOMERS,operating
Doculynx,closed
Blendle,operating
AllUnite,closed
Alset Wellen,operating
Quibly,closed
Klique,closed
Software Spectrum Corporation,closed
ReserveMyHome,closed
Soma,operating
Shanghai Woyo Network Science and Technology,operating
Allete Therapeutic Solutions,operating
Mangatar,closed
Lumenis,operating
via680,closed
Zikk Software Ltd.,operating
PRNMS INVESTMENTS,operating
semanticlabs,closed
TripsByTips,operating
DyMynd,closed
Cringle,closed
StuRents.com,closed
Stryde,operating
TamaracK,operating
Wikidata,closed
Cloud DX Inc,operating
Evolve Biosystems,operating
Midokura,closed
WSO2,operating
Natural Health Group,closed
GamEffective,closed
Yekra,operating
VoxFeed,closed
Quandoo,operating
Joberator,operating
CitySpark,closed
Avaxia Biologics,closed
Boston Power,closed
HobbyTalk,operating
Ecologic Brands,closed
Guanya Education Group,operating
Outline App,closed
"Minio, Inc.",operating
Gigabit Optics,operating
Ingk Labs,closed
Rohati Systems,operating
Artimplant AB,closed
ProNoxis,closed
Kunshan RiboQuark Pharmaceutical Technology,operating
Baltic Motors Corporation,closed
Petopia.com,operating
TREPIC Inc.,closed
Wize,closed
Medmonk,operating
Boaterfly,operating
Allcancode,operating
GetSmily,operating
Watsin,operating
PakWheels.com,operating
Relevant e-solution,closed
uberall,operating
Spark CRM,closed
Cequint,operating
SyndicateRoom,operating
Kinetic Global Markets,operating
Front Flip,closed
FunBrush Ltd.,operating
Protea Medical,closed
MedPilot,operating
SafeOp Surgical,operating
AMS Sciences,closed
Dragon Security Services,closed
Guesty,operating
Exacaster,operating
Wizdee,operating
Primcogent Solutions,closed
Avaak,closed
KWINDOO,closed
Apptera,closed
The Logo Company,operating
Pancetera,closed
AEA Technology,closed
M-Farm,closed
TetraVitae Bioscience,closed
Third Wave Technologies,operating
GEO'Supp,closed
emocha Mobile Health,operating
Urban Traffic,closed
Invengo Information Technology,closed
MSI Methylation Sciences,operating
Lincoln Renewable Energy,closed
Cutanea Life Sciences,closed
Maximus,operating
REMOTV,closed
Eykona Technologies,operating
mylearnadfriend,operating
Avacen,operating
WakeApp - Mornings just got better,operating
Lenda,operating
Angstron Materials Inc,closed
Sellegit.com,operating
"(THE) ONE of THEM,Inc.",closed
Career Town Network,closed
AppSmyth,closed
Air Button,operating
Nordic Power Convertors,operating
Laser View,closed
GE Antares,operating
Leap,closed
Forest2Market,operating
Waddle,closed
initiafy,operating
Sungy Mobile,closed
Deductr,closed
TravelersBox,operating
Velox Semiconductor,closed
Splore,operating
Rentah,operating
Saguna Networks,closed
Aqua Access,operating
Impulsonic,closed
Jukin Media,operating
Zenytime,operating
Priztag,closed
Aeristech Limited,operating
ForeFront Education,operating
Storebadge,operating
ProtoStar,closed
DossierView,operating
Wegilant (Appvigil),operating
Atlantium,closed
HybridSite Web Services,operating
Clever Age,closed
Rover,operating
BlueArc,operating
CloudVolumes,closed
avocadostore,closed
Saatchi Art,operating
Empirical Bioscience,operating
LettuceThinner,closed
Quad/Graphics,operating
MSM Protein Technologies,operating
Multi-AMP Engineering Sdn,closed
Access Closure,operating
Healthrageous,operating
TVS Logistics Services,closed
tinyclues,closed
Geosho,closed
Schultz's Gourmet,closed
Memo Therapeutics,closed
Evaneos,operating
ORIFLAMME CO. LTD.,closed
Neurocrine Biosciences,operating
Hantec Markets,closed
Ciosk,closed
Vocus Communications,closed
Rocketship Education,operating
Instructure,operating
CitiusTech,closed
Flexport,operating
Akeso Biomedical,operating
Need Supply,operating
CuPcAkE & other things you bake,operating
Stonehenge Gardens,closed
TelTrader,closed
GameCo Inc,operating
Humanrank,operating
Bebaio,closed
Gratafy,operating
WhaGoO,closed
sofatutor,operating
IdeaSquares,operating
Dynapix Intelligence Imaging,operating
VooDoo Pit BBQ - Smokehouse & Lounge,closed
Lending a Helping Hand,closed
Mile High Organics,closed
Elegus Technologies,operating
Emerald BioAgriculture Corporation,closed
Grokr,closed
UpTap,closed
Federated Media,closed
Silverado,operating
Plexisoft,closed
Even,closed
Modustri,closed
Apta Biosciences,closed
vip.com,closed
Tasty Labs,closed
Transit App,operating
Waterfall,closed
CLAY INDOOR SPORTS PLEX,operating
Remark Media,operating
DaStrong,operating
Holidaycheck,operating
Punch Bowl Social,closed
uGO Health,closed
Wolf Minerals,closed
Liberty Ammunition,operating
ShenzhenWare,operating
EnSolve Biosystems,closed
hdtMEDIA,operating
Pursway,closed
Samtec,operating
Relay,operating
Blisby,operating
MetaLINCS,operating
Hungry Harvest,closed
CarTrade,operating
Bureau Of Trade,operating
Ellumia,closed
QSI Holding Company,operating
NAZAR,operating
Collective Bias,operating
CurrencyFair,operating
Stopango,closed
MyCityWay,operating
Quiver,closed
KonTEM,closed
MyLorry,closed
Nukona,operating
Razoom,operating
CaddySnack,operating
Adir Technologies,operating
Immune Control,closed
Allostera Pharma,closed
Movement Ventures,closed
Precise Software,operating
Index Group,operating
Elysia,operating
"Zettaset, Inc.",closed
Full Color Games,closed
The O'Gara Group,closed
Everbridge,operating
Business Box Ltd,operating
Arena Online,closed
Nevis Networks,operating
OneWed (Formerly Nearlyweds),closed
Sococo,closed
TheDressSpot.com,closed
Lolabox,operating
SlapVid,closed
trgt.us,closed
MakersTV,closed
The Edge Bouldering Center,closed
Arcos Technologies,operating
Cronote,closed
Peak Rx #2,closed
College Snack Attack,closed
CSDN,closed
MyFitnessWallet,closed
iNeoMarketing,operating
CredentialedCare,operating
iVantage Health Analytics,operating
RehabDev,operating
Valen Analytics,closed
XTourMaker,operating
BeON Home,operating
TopRealty,operating
Lumiary,operating
Lookinhotels,operating
Spin Transfer Technologies,operating
Ophis Vape,operating
Inpensa,operating
Dynamic Social Network Analysis,operating
Cotendo,operating
Letyano,closed
Elixir Bio-Tech,closed
BitPoster,operating
Genscript Technology,operating
Quantum Materials Corporation,closed
Serious USA,operating
Xplicit Computing,closed
AllofMe,operating
WhatsOpen,operating
MediaVast,operating
"Qulsar, Inc.",closed
Neogrowth,closed
Invieo,closed
AmaLockers,closed
Seenapse,closed
MSA Management,operating
VSSB Medical Nanotechnology,closed
kalidea,operating
Sharethrough,operating
Dachis Group,closed
NurseBuddy,operating
Genius Digital,operating
Lendsquare,operating
Nuo Therapeutics,operating
Mirimus,operating
Broadband Voice,operating
Live 2 Learn Differently,operating
mxHero,closed
Squla,operating
Wisecam,operating
Backyard,operating
Lux Biosciences,operating
Play It Interactive,closed
LeanPort Software Pvt Ltd,closed
Red Crow,operating
ABSMaterials,operating
Shareholder InSite,operating
Milo Biotechnology,closed
7Park Data,operating
PinkUP,operating
Greenbox Technologies,closed
Hook & Ladder,closed
Mobile Digital Media,closed
Glow,closed
Novint,closed
Locally,operating
Ocean Aero,operating
SMART,closed
VoiceGenie Technologies,closed
InTown,closed
Fridge,closed
Avalara,operating
Skeleton Technologies,operating
Secure Element,operating
VenuCare Medical,operating
Holganix,closed
Intelligent Health,operating
Gameology,closed
Mesolight,operating
Souqalmal.com,closed
Eagle Auto Sales,closed
Enobia Pharma,closed
AutomateIt,closed
Neozone,operating
Prixing,operating
Yola,operating
Tophat,operating
Sira Group,operating
"Moonshadow Mobile, Inc.",operating
Snapback,operating
Bus Radio,closed
The New Music Movement,operating
Greenlight Biosciences,operating
Ambature,operating
HomeStars Inc.,closed
Big Bears Recycling,closed
Clontech Laboratories Inc,operating
Shenick Network Systems,closed
eSee/Rescue Corporation,closed
Hippocrates Gate,closed
CadenceMD,operating
DxNA,operating
Datadog,operating
Oscar,closed
Hotelbar,closed
10seconds Software,operating
FaceOn Mobile,closed
Fermentas International,operating
Delta Systems Engineering,operating
Nuage Telecom,operating
Cenoplex,closed
Wear Inns,operating
I-Logix,closed
Crypteia Networks,closed
NetSecure Innovations Inc,closed
Bilişim İnovasyon A.Ş.,operating
CUPS,operating
Vezma,closed
Trinity Mobile Networks,closed
Zingle,operating
NextVR,closed
Primocare,closed
Solum,closed
i.am PULS,closed
Skimbl,operating
JoyTunes,closed
Centerpoint Broadband Technologies,operating
Preno,operating
QuantaLife,closed
Positron Dynamics,closed
Lintes Technologies,closed
Tappy PTE. LTD.,operating
Reoverse Telecom,closed
Penrose Senior Care Auditors,closed
OrthoGrid Systems,operating
Hello Products,closed
FlexScore,closed
Helidyne,closed
maniaTV,closed
Arroyo Optics,closed
dotSyntax,closed
Go Capital,operating
Goodlord,operating
ZanAqua,operating
Sochat,operating
Bettymovil,closed
KDS,operating
Profit Software,closed
Tã Em Bé,closed
Aperto Networks,operating
YuuZoo Corporation,operating
Bauxy,closed
Content.Care,operating
ConnectYourCare,operating
New Avenue Inc.,closed
Fiberstar,closed
toucanBox,closed
Cephea Valve Technologies,closed
Communicado,operating
Prosbee Inc.,operating
Ongage,closed
Electronic Cigarettes International Group,operating
Tembo Studio,closed
SpeedDate,operating
Silent Power,closed
Zadara Storage,operating
DxContinuum,closed
Galileo Genomics,closed
Negorama,operating
Channel Mentor IT,closed
Similar Pages,closed
LoHaria,operating
Media360,operating
Ordoro,operating
SpinSnap,closed
Rapt Media,closed
Prolong Pharmaceuticals,closed
Troc.com,operating
Carrot.mx,closed
Givit,closed
AnyLeaf,operating
FotoSwipe,closed
Retale,operating
Parastructure,closed
Cruise Compare,operating
FlightOffice,closed
The Detection Group,operating
Gamar,closed
Breezie,operating
Intermap Technologies,operating
Ubideo,closed
Harbin Pharmaceutical,operating
NextHealth Technologies,operating
Laureate Pharma,operating
Lipperhey,closed
SPARK Finance,closed
Mobile Tracing Services,operating
Ness Computing,closed
Carhoots.com,closed
XINTEC,operating
Resistentia Pharmaceuticals,closed
NowledgeData,closed
Innogiv,operating
AudioPixels,closed
Nomad Games,operating
Bragi,closed
Ascend Consumer Finance,closed
Apera,operating
We Cluster,closed
GEV Global,operating
OpenDrive,closed
Caspida,closed
Sphere Medical Holding,operating
Olifun,operating
Dorado Systems,operating
Money360,operating
Access Network,operating
Enodo Software,closed
Keppek,operating
Taqua,closed
Trumaker,operating
Domino,operating
Miflora,closed
MagicEvent,operating
Fivetran Inc,closed
Search Initiatives,closed
PointBurst,operating
bttn,closed
Lumara Health,operating
Royal Palm Foods,operating
Poliana,closed
GameGenetics,closed
CleverPet,closed
Mondo,closed
Saplo,closed
Agios Pharmaceuticals,operating
New Planet Technologies,operating
PlanGrade,closed
MedNews,operating
BasharSoft,closed
SmartMove,operating
Jaman,operating
Openbuilds,closed
BG Medicine,operating
Techtran Group,operating
VQiao,operating
Webridge,closed
OnTrack Imaging,closed
Agile Systems,operating
Cequence Energy,closed
Naehas,operating
VC VISION,operating
IGI LABORATORIES,operating
LotusFlare,closed
Filtrbox,operating
FEM Inc.,operating
Platinum Food Service,operating
Andre Phillipe,operating
Verse,operating
Lemur IMS,closed
Purple Deck Media,operating
PayLease,operating
Innogenetics,operating
Flythegap,operating
PromoteU,operating
Inogen,closed
EBS Technologies,operating
Logos Energy,operating
T3Media,operating
Rise Medical Staffing,operating
Fingertouch,closed
Sonos,operating
JTOWER Inc.,closed
Relevvant,closed
AltoWeb,closed
Ensemble Discovery,closed
avolution,closed
Magictab,closed
Classroom IQ,operating
iTB Holdings,closed
Yakarouler,closed
Lets Corp,operating
Instagarage,operating
DealTaker,operating
Change.org,operating
Liquid Computing,operating
Photographic Museum of Humanity,operating
ONtheAIR,operating
PhotoBox,closed
Alaris Royalty,closed
Blackaeon International,closed
Banyan,operating
Brickflow,closed
AFCV Holdings,operating
nonda (No NDA inc),operating
MediaShare,operating
tagUin,closed
Encorp,closed
Medivie Therapeutics,closed
Endeavor Energy,closed
Aureliant,closed
hurleypalmerflatt,operating
Copiun,closed
Karmanos Cancer Institute,operating
Jack's Family Restaurants,closed
Stayhound,operating
ClevrU Corporation,closed
Renowala,operating
Foodini,operating
Zen Planner,operating
Xipin,closed
"Ether Optronics (Suzhou) Co., Ltd.",closed
Graymatics,operating
Gigbeats,operating
Allclasses,operating
GetOne Rewards,closed
IroFit,closed
Monolith,operating
White Label Marketing,closed
authorGEN,closed
UPE Places,operating
POWr,closed
Pzoom,operating
Bay Pac Beverages,operating
Marketwired,operating
Environmental Operations,closed
LogFuze,operating
Funded City,operating
Flywheel Sports,operating
TheShoppingPro,closed
Penn Medicine,operating
LIKECHARITY,operating
Gaia Technologies Sdn Bhd,closed
WeWaant.com,operating
RunRev,closed
SproutBox,closed
Gulfstream Technologies,closed
ShoutWire,closed
SiGe Semiconductor,operating
DiabetOmics,closed
Tervela,operating
Kamera Photography,operating
Lango,operating
Orions Systems,closed
Community Infopoint,closed
KS12,operating
Qubecell,closed
KeVita,closed
AvaLAN Wireless Systems,closed
Peerless Network,closed
TransMed Systems,closed
Entrada,operating
Sally,operating
Glassful,operating
OneRoof,operating
SabrTech,closed
SavorSearch,operating
Mesh Korea,operating
intelworld,closed
Viron Therapeutics,operating
Centec Networks,closed
3D Biomatrix,closed
CenterPoint - Connective Software Engineering,operating
DevonWay,closed
Glean.in,closed
frents,operating
OpenSilo,operating
Twist,operating
MemberPlanet,operating
Mixgar,closed
CDP,closed
NextLane,operating
eXelate,closed
Teliportme,closed
Light Sciences Oncology,operating
Tapestry,closed
Publons,closed
Enlight Research,closed
Blackstar Amplification,operating
Tiamet Technologies,operating
Viewpoint Digital,operating
Cohere Technologies,closed
GoSquared,closed
"Collaborent Group, Ltd.",closed
BioSeek,closed
Weddingful,operating
Propable,operating
eSolutions,closed
Down the Road Brewery,operating
Chess Vision,operating
SoftBank Robotics Holdings,operating
Rubybox,operating
Platform Learning,closed
Jellyvision,operating
New WORC (III) Development & Management,closed
ROBLOX,operating
Smart Holograms,closed
Microlanguage,closed
Planbus,closed
Blue Origin,operating
Twin Star ECS,closed
FABtotum,operating
Accent Media Limited,closed
KISI,closed
Captive Media Limited,operating
RemoteReps,operating
Applied Life,closed
Ripple Commerce,operating
Doctor Evidence,closed
Romio,closed
FreedomPop,operating
Phasor Solutions,closed
Milk and Honey Shoes,operating
NewRiver,operating
NewDog Technologies,operating
IfOnly,operating
Recitate,closed
SPD,operating
Memkite,operating
WeSwap.com,closed
Ohfram,operating
Boomerang Commerce,operating
JobHero,operating
Rishi Mining Resources,operating
Edgemont Pharmaceuticals,closed
Providajob,operating
Press-sense,closed
Everfest.com,closed
MySQUAR,closed
Obviousidea,operating
Orbital Outfitters,operating
Performance Horizon,closed
Boston Micromachines,closed
Global Bay Mobile,closed
Pimmr,closed
Millao Inc.,operating
Usersnap,operating
Yorn,closed
Blyncsy,operating
Dandong Xintai Electrics,closed
NetDialog,closed
University of Nebraska Medical Center,operating
Teqcycle,closed
Nembol,operating
Cubeit.fm,operating
DeliveryCheetah,closed
eHealth Technologies™,operating
Tommy John,operating
Taoshijie,closed
CampaignAbility,operating
HydroBuilder.com,closed
Collectabillia.com,operating
SLI Systems,closed
Fetchnotes,closed
Zoologic,operating
Proberry,closed
Clic and Walk,operating
Clarive Software,closed
Zeepay,closed
RingU,closed
Mr. Youth,operating
BookBub,operating
Hexago,closed
SocialRep,closed
Alcresta,operating
Blipify,operating
Secpanel,operating
Hollar,operating
EpicForce,operating
Diagnostic Ultrasound,closed
Asantae,closed
Realm,closed
Numira Biosciences,closed
"Brand Value Accelerator, LLC",closed
Liquefied Natural Gas,operating
JackPot Rewards,closed
Eye-Fi,operating
Twigly,operating
Cloud Floor,closed
Autotiming,operating
Thomas Capital Corporation,operating
iSTAR,operating
InfoLogix,operating
Hactus,closed
Arzoon,operating
Rady School of Management,closed
HITbills,operating
BelieversFund,operating
Trans Tasman Resources,operating
"Intelligent Wireless Networks, Inc.",closed
Accuri Cytometers,closed
MixRank,operating
OneOme,operating
Ascentis,closed
Aspective,closed
PressBaby,operating
Dapu.com,closed
AdTapsy,closed
Car Throttle,operating
Fruitday,operating
DQ Entertainment,closed
Plobot,operating
CaratLane,operating
Sentiance,closed
Tooteko,operating
Bitstamp,operating
HectoPlant,closed
STRIKE,closed
CorasWorks,closed
Ecosorb,operating
Basys,operating
OmPrompt,operating
Ottemo,operating
Shopzilla,operating
Medivantix Technologies,operating
Saguaro,operating
C3 Jian,closed
iQuest Analytics,closed
Zify - Instant Carpooling App,operating
Race Cloud,operating
RPost,closed
AGM Automotive,operating
Momentum Bioscience,closed
Penemarie K Murphy,operating
Property Moose,operating
LemonQuest,operating
SenGenix,operating
HuJe labs,operating
Queryday,operating
"Lanyon Solutions, Inc",closed
Polantis,operating
Open Publishing,closed
Tie Society,closed
Hybrigenics,closed
Spotcap,closed
Rong360,operating
Intervolve,operating
Videodeclasse.com,operating
HapYak Interactive Video,operating
LeafLink,closed
iGlue,operating
HealthSource,closed
Snatch that Jerky,closed
Network,operating
WhiteHat Security,operating
9Lenses,closed
PoachIt,operating
Lookwider,closed
HighPoint Solutions,closed
PicnicHealth,closed
kinkon,operating
BeatTheBushes,operating
TrademarkFly,operating
Locafox,closed
RooT,closed
Canvas,closed
Irrigation Water Techologies America,operating
Publimind,closed
iMedicare,operating
Quantine,closed
Stefan's Head,closed
Cerecor,operating
REGEN Energy,operating
Novare Surgical,closed
Broadswords,operating
Intellihot Green Technologies,operating
Blu Homes,operating
Audio Shack,operating
Flourish Prenatal,operating
SRE Alabama - 2,closed
Lapel,closed
AdXpose,operating
Blue Gold Foods,operating
Compact Imaging,operating
OwlTing 奧丁丁,operating
PrivateGriffe,operating
Internet Mall,operating
ACE Portal,operating
Bloompop,closed
PURSUANT HEALTH,closed
Cunesoft GmbH,closed
Exigen Group,operating
Consumr,operating
GoNabit,closed
GuzzMobile,operating
Ocean's Edge,closed
enModus,closed
Ojoo,closed
CallAround,operating
Satmetrix,operating
SRL Global,operating
iKnowl,operating
Eyetronics,closed
Glu Mobile,closed
Xunlei,closed
Uguru.me,operating
HealthAxis.com,closed
SocialTagg,operating
Airbiquity,operating
Tagent,closed
SetMedia,closed
Materialise,operating
RayGo,closed
Metao.com,operating
SMIC,closed
Parafuzo.com,closed
Oncology Services International,closed
Vaybee,closed
Aito Technologies,operating
ScentAir,closed
MEDOVENT,closed
Peer5,closed
Global Outlook,closed
Scorechain,operating
Orion medical,closed
Watcher Enterprises,operating
Dynamix.tv,closed
Delivery Agent,operating
Rockview Rehabiliation,operating
Pocket Tales,operating
Responde Ai,operating
SPOKE,operating
TickX,closed
ArcherVision Media Group,closed
Boxed,operating
Leap Medical,operating
e-SENS,operating
16 Mile Solutions,closed
Crowdmix,closed
Smarttaxi,operating
FlexMinder,operating
Snaptee,closed
Mobile Captain,operating
gBox,closed
Xenapto,operating
#waywire,closed
Park Energy Services,closed
Bounce Imaging,closed
Virage Logic Corporation,operating
CayMay Education,closed
Cerebrotech Medical Systems,closed
Digital Vision Multimedia Group,operating
Kadriana,operating
"eALITY, Inc.",operating
Krystallize Technologies,operating
PinBridge,closed
Adwanted,operating
Eyewiz,operating
Verinvest Corporation,operating
Avant Healthcare Professionals,operating
Teleus,closed
JOOR,closed
Perfect World,operating
Spectrum Networks,operating
DEQ,closed
Radial Network,operating
PAK,operating
Sapias,operating
Sitrion,operating
Ingenico,operating
imageloop,operating
Infernum Productions AG,operating
Fig,operating
RB-Doors,closed
Chanticleer Holdings,operating
iCrumz,operating
StartSomeGood.com,closed
Ubi Interactive,closed
Comnovo GmbH,closed
Good4U,closed
Campus Diaries,closed
Caribu,closed
Nanoledge,closed
TriActive,closed
Southern Sports Leagues,closed
SolAeroMed,operating
Gamma 2 Robotics,closed
Nimble Wireless,closed
Green Phosphor,operating
AskYou,operating
Brookstone,closed
Eland,closed
ClearMomentum,operating
Rep,operating
BoardProspects,operating
Vapore,closed
weeSPIN,closed
Cityflo,closed
vSocial,closed
Ocuspecto,operating
InList,closed
Backspaces,operating
Monitor110,closed
Enval Limited,closed
ExactFlat,closed
Chroma Energy,operating
CloudCoreo,closed
Voxy,closed
Notify Technology,operating
Peep Mobile Digital,operating
LNL Technologies,operating
Quri,closed
Gopackup,operating
Ultimecom,closed
ECS Tuning,closed
37mhealth,closed
NuPad,closed
STEMpowerkids,operating
Infinity Wireless Ltd,closed
Cell>Point,operating
PlayerLync,operating
LOCK8,closed
Information Assurance,operating
GumGum,operating
ABK Biomedical,operating
gamigo,operating
CS-Keys,closed
tastytrade,operating
Only Natural Pet Store,operating
RoyalDesign,operating
MessageUs,operating
Santaris Pharma,closed
Progressive Book Club,operating
Buzz Lanes,closed
Asempra Technologies,operating
Yello Mobile,closed
Wacai,closed
nScaled,operating
Permissionmachine,operating
Thermogenics,operating
Synarc,operating
Dealerdirect,operating
Celery,closed
fastabook.com,closed
Nimble,operating
SnapSuits,closed
Urgent Group,closed
BLITAB Technology,closed
Last Second Tickets,closed
Ozmota,operating
Spiderbook,operating
Exelis,closed
Juniper Medical,closed
GrowOp Technology,operating
Xplornet Communications,closed
Training Amigo,operating
Daegis,closed
Meet Boutique,closed
Agility Design Solutions,closed
Kids Academy Company,closed
RedPath Integrated Pathology,operating
Mobee Communications Ltd,operating
Phylos Bioscience,operating
OrderMyGear,operating
Domain Invest,operating
Moser Baer Solar,operating
YADOX,operating
Parrable,operating
Echolocation,closed
Carsome,closed
Docplexus,closed
Tappx,operating
Chronix Biomedical,closed
IMRSV,operating
Taumatropo Animation,operating
ShipBob,closed
1000Lookz,closed
Midfin Systems,operating
Rosa Labs,closed
Coursebase,closed
Tamr,operating
TerraWi,operating
RuckPack,closed
VAPI,operating
Offline Media,operating
Resolute Solutions Corporation,operating
QiuQiu (豆浆油条),operating
DataSphere,closed
Thomson,closed
YepLike!,closed
Kojami,operating
Cosmederm Bioscience,operating
Biogen Gwyriad,operating
SoundBite Communications,operating
FeedMob,closed
Oregon Pacific & Eastern,operating
SunwizTech India,operating
Daleen Holdings,operating
BitCalm,closed
4Less,closed
Zaption,operating
Hashbang Games,operating
Vacation Your Way,closed
Falkon,closed
Skoovy,operating
Argil Data Corp,closed
RateGain,closed
Opara,closed
GoldenSUN,operating
Frank & Oak,operating
Latimer Education,operating
Vivorte,closed
The Sports Skinny,closed
WeComics,operating
Ampla Pharmaceuticals,closed
SELECT,closed
Amplidata,closed
RiDE Group,operating
Swype,operating
Sportilia,closed
Galxyz,operating
Spot On Sciences,closed
Citrus TV,closed
cloudcade,operating
Silversky,operating
FitWell,closed
Take me Home,operating
GameIQ,operating
Medifacts International,closed
Paigee Draw,closed
logtrust,operating
Blink Booking,closed
iSkoot,closed
TruSTAR Technology,operating
Inform Genomics,operating
i-drive,closed
Savage Beast Technologies,operating
Karuna Pharmaceuticals,operating
Social Trademarks,operating
Brazil Plus,operating
Instaclustr,closed
DartPoints,operating
Talloo,operating
SmartFleet,closed
Grain Management,operating
Bluesocket,operating
GT Advanced Technologies,closed
Accu-Break Pharmaceuticals,operating
D'Shane Services,closed
ADVANCED CREDIT TECHNOLOGIES,operating
Spotcast Inc.,closed
Amistad Energy Partners,closed
A&H Software House,closed
Etix,closed
Alverix,operating
CIHI,operating
Socialspiel,closed
Premium Advert Solutions,operating
Tempered Networks,operating
Whim,operating
Officevibe,closed
SimpleSaveRx,operating
Econodata,operating
Soft Tissue Regeneration,closed
Seamless Toy Company,operating
Vertigo,operating
Neuron Systems,closed
Equallogic,closed
RawFlow,operating
NowFloats,operating
DeskMetrics,closed
CrazyLister,closed
DataStreamX,closed
EthicalBox,closed
Aspen Aerogels,operating
CropMetrics,operating
HappyCar,closed
PanamNav,operating
VRAPIT,closed
Southtree,closed
Jivr Bike,operating
Skupit.com,closed
U*tique,closed
ROVOP,operating
Huddlebuy,operating
DefenSoft,operating
mywaves,operating
Rewardpod,operating
Anaphore,closed
Seven Generations Energy,operating
Graveyard Pizza,operating
Swish,operating
Biostorage Technologies,closed
The Buying Networks,operating
Presentigo,operating
Levyx,closed
Expertcity,operating
Surveypal,closed
FareWell,closed
